# wave    I1          I2         I3         I4
#
8342.41 0.132135 0.126448 0.110912 0.133975
8349.52 0.131709 0.126094 0.110578 0.133616
8356.64 0.131279 0.125737 0.11008 0.133056
8363.75 0.130844 0.125195 0.109749 0.13269
8370.86 0.130406 0.124834 0.109421 0.132321
8377.97 0.129964 0.124471 0.10893 0.131948
8385.08 0.129519 0.123924 0.108606 0.131572
8392.19 0.129069 0.123556 0.108283 0.130996
8399.3 0.128615 0.123187 0.1078 0.130612
8406.42 0.128157 0.122815 0.107481 0.130225
8413.53 0.127696 0.122262 0.107164 0.129834
8420.64 0.127231 0.121886 0.106687 0.12944
8427.75 0.126762 0.121509 0.106373 0.128847
8434.86 0.126289 0.121129 0.105901 0.128446
8441.97 0.125813 0.12057 0.105591 0.128041
8449.09 0.125333 0.120187 0.105283 0.127632
8456.2 0.12485 0.119803 0.104816 0.127219
8463.31 0.124364 0.119241 0.104511 0.126803
8470.42 0.123874 0.118854 0.104208 0.126192
8477.53 0.123381 0.118466 0.103748 0.12577
8484.64 0.122885 0.118076 0.103448 0.125343
8491.75 0.122387 0.117511 0.102992 0.124914
8498.87 0.121886 0.11712 0.102696 0.124481
8505.98 0.121382 0.116728 0.102401 0.123856
8513.09 0.120876 0.116335 0.101951 0.123416
8520.2 0.120367 0.115769 0.10166 0.122974
8527.31 0.119857 0.115376 0.10137 0.122529
8534.42 0.119345 0.114982 0.100927 0.122081
8541.53 0.118831 0.114589 0.100641 0.121443
8548.65 0.118316 0.114024 0.100203 0.120989
8555.76 0.117799 0.113631 0.0999207 0.120533
8562.87 0.117282 0.113239 0.0996407 0.120074
8569.98 0.116764 0.112847 0.0992093 0.119612
8577.09 0.116245 0.112287 0.0989336 0.119148
8584.2 0.115726 0.111898 0.0986601 0.118498
8591.32 0.115207 0.11151 0.0982366 0.11803
8598.43 0.114688 0.111123 0.0979679 0.11756
8605.54 0.114169 0.11057 0.0975503 0.117088
8612.65 0.113651 0.110187 0.0972869 0.116614
8619.76 0.113134 0.109807 0.0970263 0.116138
8626.87 0.112619 0.109428 0.096618 0.115481
8633.98 0.112104 0.108886 0.0963634 0.115002
8641.1 0.111592 0.108513 0.0961119 0.114523
8648.21 0.111081 0.108143 0.0957141 0.114042
8655.32 0.110573 0.107776 0.0954693 0.113561
8662.43 0.110067 0.107248 0.0950794 0.112901
8669.54 0.109563 0.106889 0.094842 0.112418
8676.65 0.109046 0.106533 0.0946086 0.111935
8683.77 0.108549 0.106181 0.0942311 0.111452
8690.88 0.108056 0.10567 0.0940059 0.110968
8697.99 0.107567 0.105327 0.0937851 0.11031
8705.1 0.107081 0.104988 0.0934215 0.109826
8712.21 0.106583 0.104493 0.0932098 0.109343
8719.32 0.106106 0.104165 0.0928564 0.10886
8726.43 0.105634 0.103841 0.0926544 0.108378
8733.55 0.105167 0.103522 0.0924575 0.107896
8740.66 0.104688 0.10305 0.0921199 0.107244
8747.77 0.104231 0.102742 0.0919335 0.106765
8754.88 0.10378 0.10244 0.0917524 0.106286
8761.99 0.103317 0.102144 0.0914317 0.105809
8769.1 0.102877 0.101696 0.0912617 0.105332
8776.21 0.102426 0.101412 0.0909528 0.104689
8783.33 0.101997 0.101133 0.090794 0.104216
8790.44 0.101575 0.100861 0.090641 0.103744
8797.55 0.101142 0.100437 0.0903495 0.103273
8804.66 0.100731 0.100177 0.0902078 0.102804
8811.77 0.10031 0.0999225 0.0899279 0.102171
8818.88 0.0998947 0.0996738 0.0897971 0.101706
8826 0.0995015 0.099275 0.0896717 0.101241
8833.11 0.099098 0.0990377 0.0894081 0.100779
8840.22 0.0987161 0.0988059 0.0892928 0.100317
8847.33 0.0983235 0.0985792 0.0891821 0.0996947
8854.44 0.0979361 0.0982026 0.0889327 0.0992358
8861.55 0.0975535 0.0979856 0.0888303 0.0987779
8868.66 0.0971913 0.097773 0.0885889 0.0983206
8875.78 0.0968174 0.0974102 0.0884931 0.0978638
8882.89 0.0964472 0.0972052 0.0883998 0.0972483
8890 0.0960802 0.0970032 0.088166 0.0967921
8897.11 0.0957158 0.0968038 0.0880757 0.0963355
8904.22 0.0953535 0.096453 0.0879859 0.095878
8911.33 0.0949926 0.0962569 0.0877533 0.0952628
8918.45 0.0946324 0.0960614 0.0876615 0.0948028
8925.56 0.0942719 0.0958658 0.0874252 0.0943404
8932.67 0.0939104 0.0955165 0.0873272 0.0938751
8939.78 0.0935468 0.095318 0.0872241 0.0934062
8946.89 0.0931802 0.0951166 0.0869731 0.0927795
8954 0.0928093 0.0947593 0.0868557 0.0923016
8961.11 0.0924177 0.0945488 0.0867288 0.0918178
8968.23 0.0920347 0.094332 0.0864492 0.0913269
8975.34 0.0916435 0.0941074 0.0862976 0.0906774
8982.45 0.0912274 0.0937227 0.0859898 0.0901701
8989.56 0.0908153 0.0934783 0.0858051 0.0896524
8996.67 0.090375 0.0932217 0.0856003 0.0891231
9003.78 0.0899349 0.092801 0.0852327 0.0884333
9010.9 0.0894631 0.0925144 0.0849795 0.0878772
9018.01 0.0889873 0.09221 0.0846978 0.0873051
9025.12 0.0884755 0.0917368 0.0842454 0.0867152
9032.23 0.0879551 0.0913903 0.0838967 0.0859615
9039.34 0.0873939 0.0910191 0.0833714 0.0853311
9046.45 0.0868043 0.0906208 0.0829412 0.0846772
9053.56 0.0861834 0.0900459 0.0824638 0.0839974
9060.68 0.0855426 0.0895855 0.0817994 0.0831491
9067.79 0.08485 0.0890894 0.0812147 0.0824112
9074.9 0.0841169 0.0884101 0.0805687 0.08164
9082.01 0.0833396 0.0878339 0.0797234 0.0808326
9089.12 0.0825148 0.0872121 0.0789392 0.0798505
9096.23 0.0816385 0.0863993 0.0780766 0.0789627
9103.34 0.0807067 0.085676 0.0770009 0.0780291
9110.46 0.0797153 0.0848955 0.0759635 0.0769154
9117.57 0.0786599 0.0839155 0.0747028 0.0758811
9124.68 0.0775226 0.0830089 0.0734627 0.0747898
9131.79 0.0763251 0.0820316 0.0721088 0.0736374
9138.9 0.0750491 0.0808452 0.0705145 0.0722959
9146.01 0.0736892 0.0797132 0.0689098 0.0710099
9153.13 0.0722276 0.078495 0.067165 0.0696488
9160.24 0.0706833 0.0770573 0.0651607 0.068091
9167.35 0.0690378 0.0756515 0.063109 0.0665668
9174.46 0.0672731 0.0741417 0.0608866 0.0649516
9181.57 0.0654061 0.0724011 0.0583836 0.0631308
9188.68 0.0634072 0.0706661 0.0557893 0.0613184
9195.79 0.0612912 0.0688068 0.0528994 0.0593963
9202.91 0.0590293 0.0667045 0.0498844 0.0573577
9210.02 0.0566344 0.0645772 0.0466367 0.0551001
9217.13 0.0540786 0.0623023 0.043069 0.0528104
9224.24 0.0513635 0.0597715 0.0393182 0.0503817
9231.35 0.0484889 0.05718 0.0352899 0.047723
9238.46 0.0454283 0.0544146 0.030915 0.0449958
9245.58 0.0421813 0.0513798 0.0168093 0.042104
9252.69 0.0387381 0.0482428 0.0125065 0.0389703
9259.8 0.0350944 0.0449024 0.00985123 0.035726
9266.91 0.031227 0.0412782 0.0078315 0.0158716
9274.02 0.0271314 0.0375041 0.00630306 0.0120792
9281.13 0.0169706 0.0334932 0.00564977 0.00923142
9288.24 0.0125146 0.0291838 0.00456219 0.00792941
9295.36 0.00924474 0.0146482 0.00332299 0.00639377
9302.47 0.00631997 0.0101389 0.00254895 0.00529994
9309.58 0.00492553 0.00760312 0.00185456 0.0041177
9316.69 0.00421721 0.00653223 0.00231107 0.00309285
9323.8 0.00286864 0.00618599 0.00124363 0.00222568
9330.91 0.00321772 0.00515625 0.000978665 0.00155987
9338.02 0.00266541 0.00520939 0.00146772 0.00154383
9345.14 0.00245053 0.00446121 0.00134869 0.00152397
9352.25 0.00261542 0.00340884 0.000792851 0.00155536
9359.36 0.00144746 0.0029202 0.00132232 0.00129645
9366.47 0.00105672 0.00185649 0.00128899 0.000979407
9373.58 0.000810782 0.00147027 0.000874604 0.000868973
9380.69 0.000720067 0.00123525 0.000844985 0.000745097
9387.81 0.000571869 0.00066829 0.000606221 0.000785976
9394.92 0.000685504 0.000871311 0.000606383 0.000621177
9402.03 0.000468402 0.00113948 0.00052074 0.000537967
9409.14 0.000861678 0.000898255 0.000884825 0.00045447
9416.25 0.000782696 0.000791335 0.000437901 0.000395034
9423.36 0.000500459 0.000638548 0.000752768 0.000805872
9430.47 0.000404005 0.000648202 0.000437149 0.000418574
9437.59 0.000330537 0.000648581 0.000803154 0.000303783
9444.7 0.00047292 0.00037825 0.000604098 0.000416435
9451.81 0.000489046 0.000412468 0.000874055 0.00047951
9458.92 0.000802623 0.0004056 0.000426602 0.000537947
9466.03 0.000411858 0.000392732 0.000237313 0.000432877
9473.14 0.000391165 0.00045099 0.000319321 0.000435288
9480.26 0.000473614 0.000560134 0.000275166 0.000435078
9487.37 0.000631897 0.000561104 0.000468016 0.000270423
9494.48 0.000631699 0.000382186 0.000317513 0.000465718
9501.59 0.000446838 0.000485687 0.000291293 0.000460042
9508.7 0.000461467 0.00036901 0.000515825 0.000427959
9515.81 0.000544364 0.000727308 0.000287125 0.000364088
9522.92 0.000446703 0.000595546 0.000625594 0.000218998
9530.04 0.000260918 0.000411279 0.000400173 0.000219114
9537.15 0.000489933 0.000661178 0.000457932 0.000504897
9544.26 0.000304532 0.000456585 0.000426642 0.000395042
9551.37 0.000345617 0.000539512 0.000508454 0.000188882
9558.48 0.000681754 0.000292176 0.000447963 0.000254792
9565.59 0.000574554 0.000366256 0.000533568 0.000401423
9572.7 0.000407196 0.00033425 0.00037572 0.00067065
9579.82 0.000327675 0.00031559 0.00028058 0.000267922
9586.93 0.000765988 0.000371609 0.000325103 0.000277559
9594.04 0.000385557 0.000519975 0.000528009 0.00038087
9601.15 0.000506226 0.000281841 0.000454429 0.000233216
9608.26 0.000699751 0.000511647 0.000503113 0.000321036
9615.37 0.000825897 0.000227973 0.000488791 0.000371237
9622.49 0.000515986 0.000247185 0.000698734 0.000209693
9629.6 0.000448223 0.000225705 0.000745784 0.000338682
9636.71 0.000500611 0.000297998 0.000435834 0.000340949
9643.82 0.000284363 0.0002575 0.000360172 0.000171759
9650.93 0.000371937 0.00026001 0.000383676 0.000206208
9658.04 0.000533908 0.000228468 0.000433348 0.000502319
9665.15 0.000229177 0.000467781 0.000560648 0.000379489
9672.27 0.000345459 0.000348925 0.000344418 0.000147733
9679.38 0.000299653 0.000256215 0.000210955 0.00024309
9686.49 0.000272649 0.000170761 0.000302376 0.000287651
9693.6 0.000216145 0.000292023 0.000295759 0.000224903
9700.71 0.00024531 0.000206063 0.000480179 0.000324101
9707.82 0.000142736 0.000292658 0.000330028 0.000274985
9714.94 0.000365763 0.000394961 0.000418542 0.000259218
9722.05 0.000359281 0.000347399 0.000516889 0.000366633
9729.16 0.000346841 0.000307062 0.000408062 0.000368752
9736.27 0.000460831 0.000232496 0.000411184 0.000270763
9743.38 0.000279948 0.000429805 0.000424467 0.000274509
9750.49 0.000211876 0.000369932 0.000383995 0.000381738
9757.6 0.000498774 0.000354938 0.000372162 0.000249787
9764.72 0.000142099 0.000276963 0.000497681 0.000208164
9771.83 0.000280895 0.000421804 0.00029046 0.000491907
9778.94 0.000456636 0.000268353 0.000408101 0.000323373
9786.05 0.000578782 0.000320207 0.000169603 0.000270876
9793.16 0.000308417 0.000464693 0.000363039 0.000311491
9800.27 0.000469875 0.000380337 0.000638245 0.000160596
9807.38 0.000313287 0.000162894 0.000392881 0.000389586
9814.5 0.00036453 0.000210249 0.000315777 0.000514948
9821.61 0.000305051 0.00032824 0.000223903 0.000576063
9828.72 0.000467034 0.000375188 0.000319633 0.000252013
9835.83 0.000323164 0.000523421 0.000274672 0.000358016
9842.94 0.000272882 0.000385225 0.000146482 0.000400216
9850.05 0.000392597 0.000176073 0.000334471 0.000286483
9857.17 0.000312299 0.000271636 0.00040421 0.000317174
9864.28 0.000230227 0.000306391 0.000608442 0.000355956
9871.39 0.000623026 0.000379027 0.000461156 0.000497979
9878.5 0.000462342 0.000311405 0.000333106 0.000217705
9885.61 0.000349202 0.0003604 0.000253465 0.000280078
9892.72 0.000271838 0.000311488 0.000292794 0.000265501
9899.83 0.000256474 0.00035198 0.000368672 0.000287733
9906.95 0.000214549 0.000484644 0.000423755 0.00024742
9914.06 0.000554046 0.000327191 0.000306131 0.000321202
9921.17 0.000396884 0.000162588 0.000364383 0.000263008
9928.28 0.000388908 0.000377724 0.000380677 0.000330684
9935.39 0.000292019 0.000233773 0.000366485 0.000189157
9942.5 0.000255722 0.00049641 0.000413334 0.000306413
9949.62 0.000201466 0.000392783 0.000269475 0.00026662
9956.73 0.000167193 0.000273233 0.000538981 0.00044938
9963.84 0.000209221 0.000313419 0.000482558 0.000349822
9970.95 0.00035629 0.000341659 0.0003848 0.000275817
9978.06 0.000335012 0.00037413 0.000266691 0.000243578
9985.17 0.000364522 0.000385169 0.000379843 0.000290595
9992.28 0.000451362 0.000238844 0.000792652 0.000212964
9999.4 0.000519612 0.000348553 0.000631229 0.000239287
10006.5 0.000429449 0.000520013 0.000188745 0.000480805
10013.6 0.000417167 0.000390021 0.00052567 0.000230365
10020.7 0.000598498 0.000443766 0.000436956 0.000426102
10027.8 0.000446551 0.000488903 0.000639973 0.000377092
10035 0.000328204 0.000150062 0.000618532 0.000431166
10042.1 0.0003624 0.000501668 0.000472564 0.00039326
10049.2 0.000518195 0.000491787 0.000321111 0.000374826
10056.3 0.000298644 0.000377093 0.000327451 0.000395334
10063.4 0.000402898 0.000338047 0.000694907 0.000475817
10070.5 0.000248225 0.000265045 0.000369962 0.000198524
10077.6 0.000396367 0.000582501 0.000389443 0.000349788
10084.7 0.00041894 0.000305923 0.000223542 0.000279182
10091.8 0.000321179 0.000225295 0.000322161 0.000540144
10099 0.000447914 0.000350516 0.000161693 0.000397521
10106.1 0 0 0 0
10113.2 0 0 0 0
10120.3 0 0 0 0
10127.4 0 0 0 0
10134.5 0 0 0 0
10141.6 0 0 0 0
10148.7 0 0 0 0
10155.8 0 0 0 0
10163 0 0 0 0
10170.1 0 0 0 0
10177.2 0 0 0 0
10184.3 0 0 0 0
10191.4 0 0 0 0
10198.5 0 0 0 0
10205.6 0 0 0 0
10212.7 0 0 0 0
10219.9 0 0 0 0
10227 0 0 0 0
10234.1 0 0 0 0
10241.2 0 0 0 0
10248.3 0 0 0 0
10255.4 0 0 0 0
10262.5 0 0 0 0
10269.6 0 0 0 0
10276.7 0 0 0 0
10283.9 0 0 0 0
10291 0 0 0 0
10298.1 0 0 0 0
10305.2 0 0 0 0
10312.3 0 0 0 0
10319.4 0 0 0 0
10326.5 0 0 0 0
10333.6 0 0 0 0
10340.7 0 0 0 0
10347.9 0 0 0 0
10355 0 0 0 0
10362.1 0 0 0 0
10369.2 0 0 0 0
10376.3 0 0 0 0
10383.4 0 0 0 0
10390.5 0 0 0 0
10397.6 0 0 0 0
10404.8 0 0 0 0
10411.9 0 0 0 0
10419 0 0 0 0
10426.1 0 0 0 0
10433.2 0 0 0 0
10440.3 0 0 0 0
10447.4 0 0 0 0
10454.5 0 0 0 0
10461.6 0 0 0 0
10468.8 0 0 0 0
10475.9 0 0 0 0
10483 0 0 0 0
10490.1 0 0 0 0
10497.2 0 0 0 0
10504.3 0 0 0 0
10511.4 0 0 0 0
10518.5 0 0 0 0
10525.6 0 0 0 0
10532.8 0 0 0 0
10539.9 0 0 0 0
10547 0 0 0 0
10554.1 0 0 0 0
10561.2 0 0 0 0
10568.3 0 0 0 0
10575.4 0 0 0 0
10582.5 0 0 0 0
10589.7 0 0 0 0
10596.8 0 0 0 0
10603.9 0 0 0 0
10611 0 0 0 0
10618.1 0 0 0 0
10625.2 0 0 0 0
10632.3 0 0 0 0
10639.4 0 0 0 0
10646.5 0 0 0 0
10653.7 0 0 0 0
10660.8 0 0 0 0
10667.9 0 0 0 0
10675 0 0 0 0
10682.1 0 0 0 0
10689.2 0 0 0 0
10696.3 0 0 0 0
10703.4 0 0 0 0
10710.5 0 0 0 0
10717.7 0 0 0 0
10724.8 0 0 0 0
10731.9 0 0 0 0
10739 0 0 0 0
10746.1 0 0 0 0
10753.2 0 0 0 0
10760.3 0 0 0 0
10767.4 0 0 0 0
10774.6 0 0 0 0
10781.7 0 0 0 0
10788.8 0 0 0 0
10795.9 0 0 0 0
10803 0 0 0 0
10810.1 0 0 0 0
10817.2 0 0 0 0
10824.3 0 0 0 0
10831.4 0 0 0 0
10838.6 0 0 0 0
10845.7 0 0 0 0
10852.8 0 0 0 0
10859.9 0 0 0 0
10867 0 0 0 0
10874.1 0 0 0 0
10881.2 0 0 0 0
10888.3 0 0 0 0
10895.4 0 0 0 0
10902.6 0 0 0 0
10909.7 0 0 0 0
10916.8 0 0 0 0
10923.9 0 0 0 0
10931 0 0 0 0
10938.1 0 0 0 0
10945.2 0 0 0 0
10952.3 0 0 0 0
10959.5 0 0 0 0
10966.6 0 0 0 0
10973.7 0 0 0 0
10980.8 0 0 0 0
10987.9 0 0 0 0
10995 0 0 0 0
